,life_expectancy,adult_mortality,alcohol,percentage_expenditure,under_five_deaths,total_expenditure,gdp,income_composition_of_resources,schooling
2074,77.8,72.0,1.13,5163.32918,48.932330827067666,2.16,88564.82298,0.837,13.4
2090,81.2,69.0,9.56,0.0,2.0,7.1,10378.875045781817,0.6795722543352601,12.7242774566474
2106,79.0,175.0,10.68,0.0,1.0,11.87,10378.875045781817,0.6795722543352601,12.7242774566474
2122,74.4,138.0,9.58,1078.358105,2.0,5.48,8558.39766,0.797,15.3
2138,69.6,237.0,10.99,178.8225911,16.0,6.88,15154.45687,0.792,14.3
2154,64.6,239.0,0.01,9.774676411,18.0,7.68,678.796973,0.475,10.5
2171,74.7,142.0,9.99,0.0,48.932330827067666,8.35,10378.875045781817,0.735,13.0
2187,72.8,159.0,6.93,0.0,48.932330827067666,8.48,10378.875045781817,0.713,13.3
2203,73.2,136.0,0.01,492.0552263,48.932330827067666,5.2,4234.554443,0.698,12.9
2220,66.9,194.0,0.01,8.198047581,48.932330827067666,8.6,138.949959,0.553,10.8
2236,74.1,160.4852071005917,0.09,196.3808305,9.0,3.86,2533.9462,0.818,14.5
2252,65.6,160.4852071005917,0.28,10.20659464,29.0,4.31,136.4518,0.463,8.3
2268,74.9,126.0,9.38,742.5109709,1.0,9.89,5659.3824,0.767,14.0
2284,72.7,174.0,0.01,177.2633961,48.932330827067666,4.8,12845.17363,0.755,13.5
2300,49.7,411.0,0.01,54.56033696,35.0,11.24,561.8984239,0.401,9.1
2316,82.5,59.0,1.89,6041.858981,48.932330827067666,4.22,54431.16199,0.917,15.4
2332,75.8,118.0,10.12,0.0,48.932330827067666,8.15,10378.875045781817,0.835,15.0
2348,82.0,81.0,10.95,3283.024864,48.932330827067666,9.37,22486.47167,0.877,16.8
2364,68.7,184.0,0.01,247.9492284,48.932330827067666,5.48,1858.689868,0.505,9.4
2380,53.1,336.0,0.01,0.0,82.0,6.251270718232044,10378.875045781817,0.6795722543352601,12.7242774566474
2396,59.2,48.0,7.38,1089.954838,56.0,8.79,7548.163698,0.644,12.8
2412,56.0,347.0,4.138186813186812,38.3382324,40.0,2.77,958.45581,0.419,4.9
2428,82.0,61.0,9.35,4255.781693,2.0,9.39,28562.29324,0.871,17.2
2444,74.5,143.0,2.8,20.76877311,4.0,3.21,335.521375,0.752,13.7
2460,63.2,235.0,0.01,220.522192,89.0,8.2,1892.894352,0.468,6.8
2476,71.3,178.0,5.73,1168.324095,48.932330827067666,6.9,9272.413453,0.708,12.7
2492,56.5,412.0,0.01,720.2333929,3.0,8.76,3851.51547,0.534,11.3
2508,81.7,57.0,7.4,10947.02327,48.932330827067666,11.8,57134.777,0.903,15.8
2524,82.7,54.0,9.86,18379.32974,48.932330827067666,11.59,83164.38795,0.932,15.7
2540,62.8,32.0,0.01,0.0,9.0,3.25,10378.875045781817,0.645,12.5
2556,68.8,164.0,0.01,71.50892145,12.0,6.39,954.725253,0.613,11.1
2572,74.3,154.0,6.56,801.0504655,11.0,4.17,5859.915622,0.729,13.7
2588,75.1,15.0,1.23,0.0,48.932330827067666,6.76,10378.875045781817,0.739,12.9
2604,67.4,159.0,0.01,30.17998548,2.0,1.1,1117.77724,0.618,12.5
2620,58.9,294.0,0.01,41.60027954,21.0,5.11,563.6894247,0.464,12.0
2636,73.0,138.0,0.01,63.80294988,48.932330827067666,4.51,451.542462,0.717,14.4
2652,78.0,174.0,6.7,1486.236406,48.932330827067666,5.78,19152.531,0.772,12.6
2668,74.9,13.0,1.3,585.8776761,3.0,7.18,4137.55421,0.717,14.6
2684,74.8,112.0,1.54,20.75120211,22.0,5.24,1172.3843,0.75,14.3
2700,65.6,22.0,2.75,579.4128244,8.0,1.96,6675.262954,0.672,10.7
2717,60.0,339.0,0.01,92.88697859,109.0,7.58,647.74741,0.477,10.0
2733,77.0,25.0,8.44,453.7830847,5.0,7.47,3855.42128,0.739,15.1
2749,76.5,160.4852071005917,1.75,3663.764502,1.0,3.45,42112.23565,0.826,13.3
2765,86.0,72.0,10.42,0.0,4.0,9.41,10378.875045781817,0.6795722543352601,12.7242774566474
2781,58.6,348.0,3.98,0.0,126.0,5.72,10378.875045781817,0.6795722543352601,12.7242774566474
2797,78.8,16.0,8.82,0.0,28.0,17.2,10378.875045781817,0.6795722543352601,12.7242774566474
2813,76.5,118.0,5.77,339.7190493,48.932330827067666,8.74,1592.6819,0.784,15.5
2829,68.8,184.0,0.01,16.71406295,21.0,6.49,174.468298,0.673,12.0
2845,71.4,138.0,0.01,427.9885222,48.932330827067666,3.7,3158.58688,0.592,10.8
2861,73.7,161.0,6.7,0.0,10.0,4.8,10378.875045781817,0.767,14.1
2877,75.6,13.0,4.12,0.0,36.0,6.96,10378.875045781817,0.662,12.2
2893,64.7,236.0,0.04,0.0,46.0,5.73,10378.875045781817,0.494,9.0
2909,59.2,349.0,2.59,196.9152496,43.0,4.91,1734.93612,0.554,12.3
2925,56.6,429.0,6.09,92.60233636,39.0,6.69,955.648466,0.464,9.8
4,59.2,275.0,0.01,7.097108703,97.0,7.87,63.537231,0.454,9.5
20,76.6,88.0,5.37,437.0621,1.0,5.71,4437.17868,0.738,13.3
36,74.9,116.0,0.56,509.0020405,24.0,5.29,5432.2523,0.724,14.0
52,51.0,361.0,8.06,239.8913921,115.0,3.38,4299.12889,0.495,9.4
68,75.7,136.0,7.84,1810.875316,50.417910447761194,5.65,11929.34991,0.782,14.1
84,75.7,160.7134831460674,8.11,1504.329462,10.0,5.89,12726.9836,0.816,17.1
100,73.9,128.0,4.09,260.9963826,1.0,3.71,3526.978143,0.729,12.7
116,82.0,63.0,10.3,10986.26527,1.0,9.2,62245.129,0.927,19.8
132,88.0,73.0,12.04,8272.306757,50.417910447761194,1.94,51126.74139,0.88,15.7
148,71.6,125.0,1.98,263.142699,6.0,5.1,7189.691229,0.741,11.7
164,75.0,162.0,9.34,0.0,50.417910447761194,7.63,9685.908944424358,0.788,12.6
180,76.1,76.0,1.66,197.7734681,50.417910447761194,3.4,2281.1242,0.812,14.4
196,73.0,14.0,0.01,62.34988484,150.0,3.16,835.789341,0.545,9.4
212,74.9,14.0,8.51,173.9825629,50.417910447761194,6.67,15534.1574,0.78,15.5
228,72.0,232.0,17.31,846.9113071,1.0,4.92,6519.71753,0.787,15.5
244,83.0,160.7134831460674,10.11,713.5297354,1.0,1.42,4772.77415,0.884,16.1
260,69.4,188.0,6.64,605.6286892,50.417910447761194,5.61,4516.24675,0.7,12.4
276,59.1,251.0,1.4,110.2633619,39.0,5.37,825.9427854,0.454,9.8
292,68.3,225.0,0.23,289.8524057,1.0,4.73,2458.45976,0.572,11.9
308,69.3,198.0,3.93,0.0,11.0,5.49,9685.908944424358,0.649,13.8
324,76.9,92.0,4.64,7.959131146,50.417910447761194,9.71,55.156834,0.711,13.4
340,62.2,325.0,5.76,668.9562854,3.0,5.25,7645.21469,0.678,12.4
356,74.1,152.0,7.58,1084.999766,57.0,8.9,13167.47289,0.724,14.0
372,77.4,79.0,0.97,295.7730171,50.417910447761194,2.25,4717.273,0.846,14.1
388,73.7,144.0,10.67,875.1495189,1.0,6.88,7813.83499,0.775,14.2
404,58.1,275.0,4.51,85.55592906,71.0,5.17,666.842783,0.377,6.7
420,57.4,321.0,4.16,3.595980333,33.0,8.58,26.479973,0.385,9.9
436,51.7,419.0,3.13,0.0,83.0,6.42,9685.908944424358,0.6745549132947978,12.604624277456647
452,72.6,122.0,5.07,4.409153436,50.417910447761194,4.6,367.429453,0.632,13.1
468,67.0,19.0,2.12,60.18591771,15.0,5.64,882.491462,0.533,10.7
484,55.6,371.0,6.19,83.18071241,79.0,3.96,1295.649726,0.486,10.0
500,81.5,68.0,8.2,971.9280384,2.0,1.82,5282.2176,0.903,15.9
516,49.8,443.0,1.66,58.52947463,24.0,3.73,494.336779,0.361,6.8
532,51.6,365.0,0.56,67.76269089,79.0,3.17,989.2363633,0.37,6.7
548,79.8,86.0,7.26,211.614293,2.0,7.0,1475.69242,0.82,15.4
564,75.2,91.0,5.63,91.26749779,251.0,5.3,5633.79616,0.7,12.8
580,74.2,144.0,4.37,184.3073618,14.0,6.64,7227.73968,0.7,13.0
596,62.2,241.0,0.12,59.6596497,2.0,6.1,829.7586885,0.479,10.6
612,62.9,285.0,3.82,0.0,10.0,2.79,9685.908944424358,0.558,10.7
629,79.0,98.0,3.41,2429.854745,1.0,9.73,9186.59639,0.752,13.4
645,77.0,14.0,12.19,1913.356642,50.417910447761194,7.8,14539.18421,0.808,14.5
661,78.8,92.0,4.14,102.0645784,1.0,1.6,675.92436,0.78,16.5
677,79.7,57.0,10.69,2443.325028,50.417910447761194,7.54,32233.83942,0.847,13.8
693,77.8,97.0,12.43,0.0,50.417910447761194,7.5,9685.908944424358,0.6745549132947978,12.604624277456647
709,69.4,153.0,3.39,0.0,10.0,5.974055555555555,9685.908944424358,0.6745549132947978,12.604624277456647
725,57.9,278.0,1.82,0.0,319.0,3.53,9685.908944424358,0.6745549132947978,12.604624277456647
741,79.7,79.0,10.47,10251.10872,50.417910447761194,1.87,61753.667,0.91,16.9
757,61.8,268.0,0.39,20.35974738,2.0,8.71,143.986898,0.451,5.9
774,73.1,16.0,5.91,843.7876995,7.0,4.22,5759.643,0.703,13.0
790,75.3,131.0,3.99,344.7412164,8.0,5.92,5223.351763,0.71,13.2
806,74.0,168.0,0.22,0.0,64.0,5.4,9685.908944424358,0.671,12.4
822,72.0,197.0,2.37,549.2783081,2.0,6.81,3736.58713,0.666,13.0
838,56.2,344.0,10.99,1493.051277,4.0,3.29,21451.88617,0.58,9.2
854,62.9,286.0,0.62,20.97991915,8.0,3.6,582.775532,0.405,5.0
870,76.1,138.0,0.01,2146.945741,50.417910447761194,5.83,17454.84342,0.838,16.4
886,62.6,249.0,1.32,67.77565369,231.0,6.55,354.8463544,0.411,8.2
902,69.2,197.0,0.01,401.7931045,50.417910447761194,4.6,4353.121392,0.709,14.7
918,83.0,86.0,9.81,71.01620838,50.417910447761194,9.1,579.72415,0.878,16.9
934,81.7,83.0,11.8,683.9190568,3.0,11.33,4381.288,0.882,16.1
950,62.8,289.0,8.9,133.5223672,3.0,3.12,1716.2258,0.664,12.5
966,59.8,277.0,3.41,0.0,5.0,6.24,9685.908944424358,0.441,8.7
982,73.9,127.0,8.14,198.94876,1.0,9.38,3725.63221,0.742,13.3
998,85.0,74.0,11.2,869.790735,3.0,1.93,4681.32796,0.912,16.8
1014,61.2,263.0,1.64,225.2219474,58.0,4.81,1574.978653,0.554,10.9
1030,85.0,76.0,8.02,3192.887363,50.417910447761194,9.77,25916.29353,0.86,16.7
1046,72.9,15.0,7.84,11.56715633,50.417910447761194,6.35,741.48438,0.741,15.8
1062,71.1,193.0,2.16,457.7745845,14.0,6.28,3187.845296,0.609,10.5
1078,58.1,29.0,0.22,42.2547904,43.0,4.73,459.2912,0.385,8.4
1094,57.1,289.0,3.57,40.45367358,7.0,5.46,692.69989,0.41,9.0
1110,65.6,229.0,7.56,536.2332523,1.0,6.8,3439.597513,0.624,10.3
1126,62.3,259.0,5.68,4.106484317,20.0,1.41,74.9358452,0.47,8.7
1142,73.9,153.0,3.1,32.16407994,5.0,8.57,212.584798,0.611,11.7
1158,74.8,15.0,11.51,17.82121883,1.0,7.84,1448.87958,0.821,15.4
1174,82.1,51.0,8.13,7.0480925,50.417910447761194,8.65,46.217,0.894,18.6
1190,66.8,193.0,3.0,64.6059005,1500.0,4.33,1461.671957,0.58,10.8
1206,68.3,185.0,0.08,211.8783404,161.0,2.71,3634.27685,0.662,12.3
1222,74.7,93.0,0.03,0.0,25.0,7.12,9685.908944424358,0.745,13.1
1238,77.0,144.0,0.17,285.119726,39.0,3.32,5854.614497,0.649,10.4
1254,84.0,160.7134831460674,11.72,6386.95437,50.417910447761194,8.15,52567.52568,0.909,18.5
1270,81.8,61.0,2.67,3793.161624,1.0,7.39,33657.15727,0.883,15.8
1286,82.0,160.7134831460674,6.98,5439.691769,2.0,9.27,38334.68477,0.872,16.4
1302,75.2,139.0,3.58,33.17529686,1.0,5.21,513.549487,0.722,12.8
1318,82.5,64.0,7.39,9498.729062,4.0,1.7,48167.99727,0.884,15.1
1334,73.6,116.0,0.43,68.86623298,4.0,8.39,387.324145,0.737,13.1
1350,68.5,224.0,6.63,179.170133,7.0,4.6,11634.42422,0.766,14.4
1366,61.2,278.0,1.8,109.7051836,86.0,5.23,987.4453967,0.53,11.1
1382,65.5,26.0,0.53,30.46703899,50.417910447761194,1.42,1692.613277,0.585,11.9
1398,74.2,85.0,0.02,2785.097712,1.0,2.62,48268.5912,0.792,13.4
1414,69.4,188.0,3.28,0.0,4.0,6.18,9685.908944424358,0.632,12.1
1430,64.0,213.0,5.39,0.0,13.0,2.2,9685.908944424358,0.542,9.9
1446,73.6,169.0,10.14,24.70841046,50.417910447761194,6.1,1372.68947,0.81,15.8
1462,75.0,93.0,1.57,835.0626827,1.0,7.12,8734.9653,0.758,13.2
1478,52.3,52.0,2.39,195.825251,6.0,11.79,1352.38433,0.469,11.0
1494,62.0,266.0,3.72,60.44658161,12.0,11.23,379.689583,0.406,9.5
1510,71.3,161.0,0.01,36.11567366,2.0,4.77,562.549434,0.756,14.0
1526,72.8,18.0,12.66,1758.822757,50.417910447761194,6.86,14357.73679,0.826,16.7
1542,88.0,72.0,11.5,17028.52798,50.417910447761194,7.34,115761.577,0.894,13.9
1558,63.8,241.0,0.97,78.79967196,43.0,4.24,454.963464,0.504,10.2
1574,54.1,441.0,1.23,13.77617463,50.0,11.67,512.125451,0.444,10.6
1590,74.3,13.0,0.51,9.23002632,4.0,3.89,145.1262,0.774,13.0
1606,77.3,67.0,1.92,1079.893546,50.417910447761194,8.11,6497.55443,0.663,11.8
1622,56.8,271.0,0.61,101.8113996,90.0,6.59,835.88998,0.404,7.5
1638,87.0,59.0,6.91,3601.287457,50.417910447761194,9.6,22821.847,0.826,14.8
1655,62.2,212.0,0.01,79.27658464,12.0,2.87,1393.261593,0.487,7.7
1671,73.6,158.0,3.03,918.807245,50.417910447761194,5.2,9197.26972,0.748,14.1
1687,76.1,124.0,5.3,1117.196097,39.0,6.4,9834.472689,0.745,12.6
1703,68.9,169.0,1.89,0.0,50.417910447761194,13.76,9685.908944424358,0.638,11.7
1720,67.3,235.0,0.01,257.8403154,2.0,4.45,3769.595255,0.701,14.6
1736,75.4,113.0,6.56,666.7374371,50.417910447761194,6.92,7318.742449,0.792,15.1
1752,73.3,14.0,0.54,22.0945504,22.0,5.99,339.91616,0.612,11.2
1768,54.3,47.0,0.94,40.80617976,94.0,6.23,526.5313517,0.397,9.5
1784,65.6,27.0,0.33,21.23698847,61.0,1.87,1186.423937,0.526,9.1
1800,64.3,268.0,7.84,7.896234931,4.0,8.78,56.971392,0.612,11.5
1817,68.4,172.0,0.27,112.1229028,27.0,6.73,692.1166842,0.529,12.0
1833,81.1,63.0,8.96,1047.370244,1.0,1.53,5354.6536,0.911,17.2
1849,86.0,72.0,9.47,8342.405764,50.417910447761194,11.24,38426.5581,0.901,19.7
1865,74.5,147.0,3.39,321.6132593,3.0,6.39,1682.957924,0.62,11.5
1881,59.4,241.0,0.15,32.22493445,93.0,6.66,375.5819866,0.323,4.8
1897,52.3,375.0,8.75,187.5733187,802.0,3.69,2527.9423,0.5,9.6
1914,81.1,67.0,6.53,277.3550522,50.417910447761194,9.14,1574.9861,0.939,17.6
1930,75.8,15.0,0.54,158.27708,1.0,2.49,2986.36,0.797,13.6
1946,65.5,167.0,0.04,57.87736282,459.0,3.1,1226.215314,0.525,7.5
1963,77.3,121.0,6.9,119.2124275,1.0,7.5,927.723171,0.758,12.9
1979,62.0,285.0,0.88,23.40731286,13.0,4.94,177.867119,0.494,9.9
1995,73.4,15.0,5.79,472.1932825,3.0,9.42,3988.11894,0.675,12.3
2011,74.5,133.0,4.83,759.5380695,12.0,4.93,5771.565878,0.721,13.4
2027,68.0,218.0,4.96,191.4949779,72.0,4.29,2352.518156,0.669,11.5
2043,76.7,128.0,10.93,250.0773782,2.0,6.7,13893.18768,0.829,15.4
2059,82.0,85.0,11.92,3108.288623,50.417910447761194,1.7,23196.18375,0.818,16.2
2075,77.5,74.0,1.16,4409.17067,50.417910447761194,1.93,85948.746,0.827,12.4
2091,81.1,72.0,9.34,0.0,2.0,6.83,9685.908944424358,0.6745549132947978,12.604624277456647
2107,77.0,177.0,9.45,0.0,1.0,1.61,9685.908944424358,0.6745549132947978,12.604624277456647
2123,74.3,139.0,9.1,10.32588862,2.0,5.53,92.277825,0.798,15.7
2139,69.4,242.0,11.04,184.764931,17.0,6.61,14212.687,0.785,14.0
2155,63.8,247.0,8.34,9.074569426,20.0,7.71,617.317648,0.464,10.2
2172,74.6,143.0,10.43,0.0,50.417910447761194,7.58,9685.908944424358,0.733,12.9
2188,72.7,16.0,7.02,0.0,50.417910447761194,4.99,9685.908944424358,0.712,13.3
2204,73.0,139.0,2.15,558.7206486,50.417910447761194,5.8,3942.9827,0.693,12.9
2221,66.6,198.0,5.69,7.495401346,50.417910447761194,5.44,134.326189,0.546,10.6
2237,73.9,92.0,0.09,173.5755595,9.0,3.57,2377.74739,0.804,13.9
2253,64.9,26.0,0.32,1.431051664,31.0,4.42,18.25321,0.455,7.9
2269,74.6,127.0,9.56,915.3190791,1.0,9.72,6423.291783,0.757,13.5
2285,72.6,177.0,9.72,1121.475547,50.417910447761194,3.38,12189.9516,0.744,13.3
2301,48.9,418.0,3.78,54.6659175,38.0,11.98,445.525,0.392,8.9
2317,82.2,160.7134831460674,1.8,638.0001097,50.417910447761194,3.93,53166.67581,0.911,15.2
2333,75.6,122.0,10.24,0.0,50.417910447761194,7.96,9685.908944424358,0.829,15.0
2349,79.8,84.0,10.61,3343.026219,50.417910447761194,9.8,24985.24827,0.876,17.0
2365,68.5,186.0,0.99,229.6687488,50.417910447761194,5.8,1642.837974,0.497,9.4
2381,53.1,329.0,0.01,0.0,82.0,5.974055555555555,9685.908944424358,0.6745549132947978,12.604624277456647
2397,58.9,413.0,7.38,123.753335,58.0,8.61,849.954224,0.638,12.8
2413,55.4,355.0,4.871648351648353,0.0,41.0,5.974055555555555,176.9713,0.429,4.9
2429,82.1,63.0,9.62,4873.8188,2.0,9.48,31834.21816,0.867,16.9
2445,74.5,141.0,3.03,20.83302367,4.0,3.28,322.992615,0.746,13.6
2461,62.7,241.0,2.12,196.6892153,91.0,8.3,1666.857757,0.463,7.0
2477,76.0,187.0,5.64,989.1263558,50.417910447761194,5.93,8318.97692,0.704,12.5
2493,55.0,438.0,5.2,735.7090978,3.0,8.61,3934.27325,0.526,11.2
2509,81.7,58.0,7.4,11477.6671,50.417910447761194,11.7,59593.28711,0.901,16.0
2525,82.6,55.0,9.99,18822.86732,50.417910447761194,11.21,87998.44468,0.932,15.6
2541,71.7,163.0,0.76,0.0,8.0,3.23,9685.908944424358,0.646,12.0
2557,68.1,166.0,0.32,51.9919227,12.0,5.98,834.5412953,0.608,11.1
2573,74.1,155.0,6.07,748.4451054,11.0,4.12,5491.159981,0.72,13.3
2589,74.9,17.0,1.16,0.0,50.417910447761194,6.61,9685.908944424358,0.735,12.9
2605,67.2,161.0,0.5,2.726570602,3.0,0.76,114.56179,0.607,12.5
2621,58.3,34.0,1.44,39.08258546,21.0,5.21,562.3393592,0.457,11.5
2637,72.9,14.0,0.96,7.033980828,50.417910447761194,4.6,445.18866,0.712,14.4
2653,76.0,176.0,6.5,144.9850711,50.417910447761194,5.6,1953.9767,0.774,12.6
2669,74.8,13.0,1.29,623.2120325,3.0,7.15,4256.91279,0.714,14.5
2685,74.5,114.0,1.53,1275.877569,23.0,5.29,11341.13395,0.737,13.8
2701,65.6,217.0,2.55,490.4181326,8.0,1.98,5649.978486,0.665,10.6
2718,59.3,347.0,10.22,94.49686776,114.0,9.9,584.3962137,0.477,10.7
2734,75.0,24.0,8.48,415.1627705,5.0,6.98,3569.75727,0.734,14.9
2750,76.3,81.0,1.73,387.774991,1.0,3.7,4462.3129,0.824,13.3
2766,86.0,74.0,10.68,0.0,4.0,9.34,9685.908944424358,0.6745549132947978,12.604624277456647
2782,58.3,348.0,4.04,0.0,128.0,5.72,9685.908944424358,0.6745549132947978,12.604624277456647
2798,78.7,16.0,8.67,0.0,29.0,17.6,9685.908944424358,0.6745549132947978,12.604624277456647
2814,77.0,111.0,5.97,417.9117441,1.0,8.55,14166.4998,0.78,15.5
2830,68.5,183.0,2.83,140.6905284,22.0,5.65,1564.966945,0.664,12.0
2846,71.2,141.0,0.85,457.9731742,50.417910447761194,3.85,3275.91684,0.591,10.8
2862,73.8,158.0,6.74,0.0,10.0,5.24,9685.908944424358,0.756,14.1
2878,75.4,131.0,3.94,0.0,36.0,6.2,9685.908944424358,0.655,12.0
2894,64.6,234.0,0.04,0.0,45.0,5.4,9685.908944424358,0.493,8.6
2910,58.2,366.0,2.57,183.0461695,44.0,4.26,1644.619672,0.543,12.0
2926,54.9,464.0,6.0,63.75053034,42.0,6.31,839.927936,0.452,10.1
5,58.8,279.0,0.01,79.67936736,102.0,9.2,553.32894,0.448,9.2
21,76.2,91.0,5.28,41.82275719,1.0,5.34,494.358832,0.725,12.5
37,74.7,119.0,0.45,430.7175861,24.0,5.12,4463.394675,0.714,13.6
53,49.6,365.0,7.8,191.6537407,121.0,3.39,3529.53482,0.488,9.0
69,75.6,138.0,7.84,1983.956937,52.64179104477612,5.63,12126.87614,0.783,14.1
85,75.5,121.0,8.15,187.610955,11.0,6.55,1276.265,0.802,16.8
101,73.5,132.0,4.23,224.3212014,1.0,4.56,3218.381655,0.72,12.3
117,81.9,64.0,10.52,8875.786493,1.0,9.2,51874.848,0.927,19.5
133,84.0,75.0,12.1,7423.228774,52.64179104477612,11.17,46657.629,0.872,15.4
149,71.1,13.0,1.98,246.5686008,6.0,5.33,5842.85784,0.737,11.7
165,75.0,161.0,9.19,0.0,52.64179104477612,7.44,7464.487886558975,0.788,12.6
181,76.1,73.0,1.93,266.7696122,52.64179104477612,3.64,2722.1389,0.81,14.4
197,69.9,142.0,0.01,62.65945432,161.0,3.6,757.6717572,0.535,8.9
213,74.7,16.0,8.41,154.9630863,52.64179104477612,6.17,1595.91232,0.781,15.8
229,73.0,222.0,14.44,8.49409518,1.0,5.55,63.38877,0.78,15.5
245,80.0,81.0,10.22,665.7356115,1.0,1.17,4438.23741,0.878,15.9
261,69.5,186.0,6.76,569.9527122,52.64179104477612,5.85,4344.15177,0.7,12.4
277,58.7,254.0,1.33,94.25737917,39.0,4.95,757.695974,0.451,9.5
293,67.9,228.0,0.28,244.0391949,1.0,5.17,2178.921383,0.0,11.4
309,68.7,22.0,3.95,0.0,12.0,5.44,7464.487886558975,0.643,13.8
325,76.4,94.0,4.54,630.3883564,52.64179104477612,9.58,4611.47298,0.717,13.3
341,61.1,349.0,5.99,547.0386679,3.0,5.64,6346.15624,0.669,12.3
357,73.8,154.0,7.52,1111.191325,61.0,8.27,11224.1548,0.716,13.8
373,76.9,79.0,0.88,2218.364226,52.64179104477612,2.73,35268.1117,0.845,14.2
389,73.4,147.0,10.8,766.4454884,1.0,7.24,6843.263289,0.77,13.9
405,57.5,279.0,4.55,90.46018236,74.0,7.17,575.4464527,0.365,6.3
421,56.8,33.0,4.16,31.14187566,34.0,8.82,231.1943256,0.361,9.3
437,51.5,417.0,3.15,0.0,84.0,6.32,7464.487886558975,0.6551965317919074,12.446820809248557
453,72.5,123.0,4.75,286.8907303,52.64179104477612,4.83,3312.825985,0.627,12.7
469,66.6,192.0,2.2,56.88416481,16.0,5.95,785.6928841,0.519,10.6
485,55.3,37.0,6.15,100.8987451,82.0,5.28,1182.869227,0.48,9.7
501,81.2,166.19662921348313,8.4,8649.674911,2.0,11.2,47447.4762,0.898,15.9
517,49.2,446.0,1.67,43.48359197,24.0,3.9,446.4434494,0.352,6.6
533,51.2,364.0,0.5,43.57328908,80.0,2.95,896.5697341,0.36,6.7
549,79.1,89.0,7.93,177.4925143,2.0,6.97,1286.17764,0.815,15.2
565,75.0,92.0,5.75,5.660754839,268.0,4.89,456.512487,0.691,12.5
581,73.6,15.0,4.28,113.2436346,15.0,6.76,625.65544,0.695,12.8
597,61.8,246.0,0.15,47.30421873,2.0,5.82,769.1742883,0.476,10.5
613,62.0,298.0,3.53,0.0,10.0,2.29,7464.487886558975,0.548,10.5
630,78.1,16.0,3.58,2377.010299,1.0,9.66,8199.414621,0.749,13.3
646,76.6,16.0,12.1,206.8868182,52.64179104477612,8.25,1355.74586,0.803,14.2
662,78.0,98.0,4.13,787.2808163,1.0,1.19,5676.14143,0.784,17.6
678,79.5,59.0,11.32,283.3300258,52.64179104477612,7.23,3818.46396,0.853,14.6
694,77.5,99.0,12.69,0.0,52.64179104477612,7.43,7464.487886558975,0.6551965317919074,12.446820809248557
710,69.0,157.0,3.12,0.0,10.0,6.151222222222221,7464.487886558975,0.6551965317919074,12.446820809248557
726,57.4,283.0,1.81,0.0,321.0,4.4,7464.487886558975,0.6551965317919074,12.446820809248557
742,79.2,84.0,10.28,954.4865933,52.64179104477612,11.8,5841.41122,0.906,16.8
758,61.3,273.0,0.44,187.4960097,2.0,8.84,1325.99724,0.441,5.5
775,72.7,166.0,6.02,664.5585242,8.0,4.6,5451.6696,0.697,12.9
791,75.0,134.0,3.95,367.9285652,8.0,5.9,4657.32361,0.703,13.1
807,70.0,173.0,0.22,0.0,64.0,4.8,7464.487886558975,0.665,12.2
823,72.0,191.0,2.36,469.3904193,2.0,6.91,3474.392445,0.662,12.9
839,56.1,339.0,9.93,1192.696619,4.0,3.84,17136.44568,0.589,9.2
855,62.1,298.0,0.61,17.35739784,9.0,3.24,482.14994,0.404,5.1
871,75.6,137.0,14.97,1802.017593,52.64179104477612,6.25,14638.6482,0.833,16.2
887,61.8,261.0,1.34,67.73374413,243.0,6.86,341.39992,0.401,8.1
903,69.1,166.19662921348313,2.25,62.08343533,52.64179104477612,4.23,3651.966784,0.706,14.6
919,79.9,89.0,9.72,591.6691405,52.64179104477612,9.5,4622.41516,0.874,16.8
935,81.3,86.0,11.7,72.8001211,3.0,11.2,473.34279,0.879,16.0
951,62.3,294.0,8.85,145.318282,3.0,3.41,8754.113376,0.66,12.5
967,59.3,284.0,3.48,0.0,6.0,5.75,7464.487886558975,0.439,8.8
983,73.8,132.0,7.24,194.1732658,1.0,1.5,2964.47734,0.738,13.3
999,81.0,76.0,11.2,7584.078579,3.0,11.25,41785.55691,0.907,16.7
1015,69.0,267.0,1.69,195.9824626,59.0,5.33,1312.67557,0.547,10.5
1031,83.0,76.0,9.0,3189.754439,52.64179104477612,9.18,26917.75898,0.859,16.4
1047,72.6,154.0,7.91,145.8401998,52.64179104477612,6.41,7365.666659,0.0,15.8
1063,77.0,196.0,2.14,443.3248254,14.0,6.64,2825.5247,0.602,10.5
1079,57.8,291.0,0.2,29.74734049,44.0,4.55,438.7513346,0.38,8.3
1095,56.7,287.0,3.21,53.30782696,7.0,6.7,543.957418,0.405,8.9
1111,65.9,221.0,7.52,48.02859441,1.0,6.6,326.281212,0.618,10.2
1127,36.3,682.0,5.76,36.2929176,58.0,8.9,662.2795182,0.47,8.6
1143,73.6,156.0,3.1,302.1057507,5.0,8.45,1932.85829,0.606,11.5
1159,74.5,156.0,10.78,19.22023996,1.0,7.85,1325.53379,0.817,15.3
1175,81.8,53.0,8.25,6005.575763,52.64179104477612,8.86,41676.44527,0.894,18.4
1191,66.4,196.0,2.77,57.73359864,1600.0,4.28,1345.77153,0.569,10.4
1207,68.1,187.0,0.08,190.5453646,167.0,2.74,3113.48635,0.656,12.1
1223,74.1,16.0,0.03,0.0,26.0,8.2,7464.487886558975,0.735,12.9
1239,76.0,145.0,0.19,21.82252494,39.0,3.82,452.74948,0.646,10.4
